#{"t_start": 1769017336.1027758, "env_id": "None"}
r,l,t
17578.13038,200,168.204813
23668.229125,200,168.470655
16884.596569,200,168.751662
5616.659176,110,168.907333
21403.759259,200,169.223013
18015.88848,200,169.574317
14273.965494,200,169.876602
20140.179051,200,174.062927
12492.222728,200,174.37133
11259.527273,128,174.5581
13340.936429,155,174.774518
19912.167802,200,175.094848
19020.108971,200,175.386391
17576.768442,200,175.691032
17433.007726,163,175.973862
11119.755603,200,176.336553
17586.131679,200,176.591035
7359.740395,198,176.888142
770.101481,45,176.957579
11489.674977,200,181.092463
22940.62294,200,181.405928
21796.091635,200,181.71086
21019.741336,200,182.02685
18024.390535,200,182.332759
23534.844305,200,182.63306
18767.618345,169,182.88591
8067.274551,200,183.198385
18022.712416,200,183.502941
12710.421614,200,183.80732
14377.495303,200,185.644299
18049.560845,200,185.75346
