#{"t_start": 1772874713.4933107, "env_id": "None"}
r,l,t
2850.15554,200,31427.71417
3757.76363,200,31428.434253
3179.942938,200,31429.198945
3671.790512,200,31434.811124
3351.604217,200,31435.545404
3664.403966,200,31439.731068
3649.881678,200,31440.440963
3513.691438,200,31441.165012
3361.351425,200,31446.477015
3099.6042,200,31447.199487
-145.662231,3,31447.209811
3424.10487,200,31451.487645
3914.381209,200,31452.210013
3303.204024,200,31452.949064
3105.521937,200,31458.065692
3988.937679,200,31458.791342
3360.229326,200,31459.518889
2985.720514,200,31465.169617
3571.082707,200,31465.897858
3999.130162,200,31470.36196
3514.946669,200,31471.071904
2937.332832,200,31471.792608
3658.710647,200,31476.99131
3747.79747,200,31477.712157
3895.512009,200,31482.132687
3549.805022,200,31482.860303
3570.132653,200,31483.609138
3494.110246,200,31489.225886
4075.392824,200,31489.970321
3666.620434,200,31494.26763
3667.912698,200,31494.98185
3545.906338,200,31495.708104
3348.814906,200,31501.138324
3481.815304,200,31501.837958
3819.689449,200,31506.19135
3222.184265,200,31507.129009
3696.532317,200,31507.975233
4040.120406,200,31514.18524
3761.843959,200,31514.893461
3892.125104,200,31515.620154
3433.396749,200,31520.856889
4062.751422,200,31521.582693
3655.265976,200,31525.798084
4108.35481,200,31526.540552
3479.570362,200,31527.24737
2882.476303,200,31532.57165
3495.968889,200,31533.285453
3381.675855,200,31537.568553
3070.669487,200,31538.235796
3509.871352,200,31538.924782
3781.861959,200,31544.661643
3356.613564,200,31545.458429
3929.466283,200,31554.751482
3717.308789,200,31556.320421
3936.543301,200,31557.972873
3921.745673,200,31569.177331
3172.301429,200,31570.793284
2727.338387,200,31579.490198
3705.231903,200,31580.798033
3595.879286,200,31582.263392
3303.99971,200,31593.236904
3355.520042,200,31594.818693
2970.216142,200,31596.397923
3689.103379,200,31606.541932
3147.67141,200,31607.515175
3308.07462,200,31612.117582
3583.705206,200,31612.835685
3488.525799,200,31613.542703
3295.281878,200,31618.222316
3772.028149,200,31618.82074
3548.584661,200,31621.968275
3670.153101,200,31622.599593
3657.142931,200,31623.245748
2976.450275,200,31627.743364
3359.106719,200,31628.338914
3640.435095,200,31632.087184
3017.419627,200,31632.691397
3540.683138,200,31633.232296
2958.518362,200,31637.4883
3346.341393,200,31638.132288
2938.257083,200,31638.732133
3059.786301,200,31643.437067
3264.159896,200,31644.017976
3166.706299,200,31647.596316
2323.409277,200,31648.175951
2796.892834,200,31648.779922
3218.520722,200,31652.957792
3853.57393,200,31653.588521
3659.451496,200,31657.198527
3549.930264,200,31657.798832
3512.398046,200,31658.469381
3136.834279,200,31662.797455
3631.837192,200,31663.374552
3958.364156,200,31666.996342
3682.26644,200,31667.562959
3436.548903,200,31668.138497
3864.7213,200,31672.404306
3655.89722,200,31672.993196
3305.576849,200,31676.555986
3137.326511,200,31677.134405
3775.018358,200,31677.701846
3397.291674,200,31682.016507
4030.611634,200,31682.604064
2806.255353,200,31683.178633
4135.889238,200,31687.203822
3083.263083,200,31687.795889
3459.475657,200,31691.243246
3654.984109,200,31691.805879
3858.147004,200,31692.428434
3478.201537,200,31696.625115
3267.573529,200,31697.23042
3103.982499,200,31700.457201
3803.573038,200,31701.037146
3578.885127,200,31701.610727
3226.480787,200,31705.639778
3668.503354,200,31706.240237
3654.657916,200,31709.623663
3926.076849,200,31710.188452
3939.374281,200,31710.824376
2346.58007,200,31714.951746
3653.823625,200,31715.520392
3675.868052,200,31718.910628
3011.301932,200,31719.475736
3775.949311,200,31720.058268
-187.107849,1,31720.058268
3540.191914,200,31724.117919
3515.457886,200,31724.728197
3332.565736,200,31725.288469
3307.743505,200,31729.554688
3179.363553,200,31730.143468
3365.059013,200,31733.517399
3018.236169,200,31734.100543
3230.196343,200,31735.160946
3185.211912,200,31745.50999
3518.975235,200,31747.220011
3124.457181,200,31755.635571
2719.437352,200,31757.272313
3458.365323,200,31758.90816
3704.029223,200,31770.263717
3531.016634,200,31771.898504
3911.784367,200,31780.782981
2935.980176,200,31782.28141
3614.251317,200,31784.23706
3788.433866,200,31795.047095
3335.62532,200,31796.664971
3675.748886,200,31798.291038
2244.646739,200,31806.702101
4082.417997,200,31808.531979
2604.938474,200,31819.698703
3680.71328,200,31821.244738
3299.403618,200,31822.890228
2738.642506,200,31833.094446
3898.256498,200,31834.69987
3273.571621,200,31843.381935
3470.893623,200,31844.955747
2823.856049,200,31846.515586
3356.913125,200,31857.2614
3049.346511,200,31858.830216
3407.03393,200,31867.5679
3771.215125,200,31869.09414
3197.02282,200,31870.705496
3464.250632,200,31881.29071
3155.017754,200,31882.875675
3264.761886,200,31891.211694
3242.70629,200,31892.689967
3484.176321,200,31894.280732
3618.068829,200,31904.519376
2783.797942,200,31906.015245
3153.091602,200,31907.650096
3779.886877,200,31918.717
3374.350291,200,31920.329195
2746.237834,200,31928.772362
3334.85187,200,31930.346039
2934.295454,200,31931.974382
3690.807741,200,31942.862119
2167.876478,200,31944.355553
3003.842688,200,31952.554833
2843.167433,200,31954.073196
3528.762239,200,31955.662089
3121.886305,200,31966.549175
4032.32029,200,31968.140323
3669.876552,200,31976.706167
3900.779526,200,31978.176585
3292.726278,200,31979.765227
3416.675243,200,31990.477336
3149.583865,200,31992.081536
3153.422746,200,32000.055562
3021.677432,200,32001.498971
3078.652935,200,32003.067726
3187.136758,200,32014.273009
3576.069425,200,32015.822984
2945.540417,200,32017.391036
2834.27586,200,32028.278331
3355.570657,200,32029.886965
2764.298432,200,32038.808269
3230.326372,200,32040.385992
3308.347132,200,32042.025883
3344.36517,200,32053.27362
3816.780521,200,32054.885999
3737.724468,200,32063.732236
3133.800971,200,32065.263978
3053.138607,200,32066.862335
2962.702166,200,32077.573887
2640.125253,200,32079.154353
3430.177068,200,32087.869053
2682.287821,200,32089.336541
3371.972096,200,32090.945871
-195.463268,1,32090.95588
3536.920359,200,32101.623242
3824.885045,200,32103.253248
3138.611222,200,32112.882579
3430.084198,200,32114.329957
2759.977706,200,32115.938585
3351.777483,200,32126.718732
3169.542217,200,32128.242264
2801.448714,200,32129.806764
3474.554297,200,32140.285226
3932.446571,200,32141.876499
3892.635084,200,32151.156792
3298.509491,200,32152.694732
3063.10138,200,32154.294079
3413.824724,200,32165.445377
3499.156951,200,32167.093185
3480.241965,200,32175.903626
3057.193087,200,32177.344707
3762.561421,200,32178.965487
3563.188868,200,32189.38431
3908.966836,200,32190.952629
4064.077894,200,32199.51743
3289.92571,200,32201.03873
3012.6938,200,32202.640433
3710.767812,200,32213.466251
2740.24951,200,32215.016479
3513.924471,200,32216.625742
3293.375594,200,32226.790142
3266.184474,200,32228.428905
3598.833379,200,32234.355998
3298.9909,200,32235.75886
3559.574667,200,32237.362093
3662.854849,200,32247.81429
3383.23207,200,32249.411086
3565.421707,200,32260.501888
3258.58339,200,32262.085198
3448.235702,200,32263.741812
2955.615222,200,32274.970206
2711.501929,200,32276.60196
3397.715655,200,32285.654154
3792.318105,200,32287.221119
2900.876449,200,32289.087806
3173.92933,200,32299.977265
3537.375319,200,32301.636877
3449.518228,200,32309.970888
-185.122447,1,32309.979866
3752.861078,200,32311.450914
-199.469559,1,32311.463335
3583.049774,200,32313.096655
2841.141001,200,32323.588177
3186.695711,200,32325.134051
3820.981759,200,32326.731791
3678.709029,200,32337.304159
3018.273987,200,32338.867288
3038.29522,200,32347.441781
2860.469233,200,32349.019663
3677.56322,200,32350.633663
2454.066256,200,32361.143243
3448.588879,200,32362.793901
2521.741962,200,32371.353919
3355.478183,200,32372.825441
-189.561254,4,32372.861529
-198.615637,1,32372.873588
3561.449023,200,32374.500624
3401.27868,200,32385.182115
3312.925129,200,32386.829967
3067.545752,200,32395.463173
3373.129437,200,32396.994392
2953.098105,200,32398.659009
